topic,date,distribution
Energía y minería,2020-08-24,0.040446915
Vacunación,2020-08-24,0.14281625
Problemas sociales y justicia penal,2020-08-24,0.056777894
Deportes y turismo,2020-08-24,0.075498044
Relaciones políticas entre México y Perú,2020-08-24,0.020873955
Aeropuertos y vuelos,2020-08-31,0.035180163
Ley y crimen,2020-08-31,0.027169026
La pandemia del COVID-19 y su impacto,2020-08-31,0.04690877
La industria petrolera,2020-08-31,0.11116816
Economía,2020-08-31,0.060071006
Tren Maya,2020-08-31,0.04841051
Salud y medicina,2020-08-31,0.01573355
Reformas políticas,2020-08-31,0.12745026
Fronteras e inmigración,2020-08-31,0.019882208
Energía y minería,2020-08-31,0.22672802
Vacunación,2020-08-31,0.1549963
Problemas sociales y justicia penal,2020-08-31,0.060867574
Deportes y turismo,2020-08-31,0.044528257
Relaciones políticas entre México y Perú,2020-08-31,0.020906173
Aeropuertos y vuelos,2020-09-07,0.031927094
Ley y crimen,2020-09-07,0.023486875
La pandemia del COVID-19 y su impacto,2020-09-07,0.08365669
La industria petrolera,2020-09-07,0.091656074
Economía,2020-09-07,0.10153691
Tren Maya,2020-09-07,0.04863374
Salud y medicina,2020-09-07,0.029704401
Reformas políticas,2020-09-07,0.08567904
Fronteras e inmigración,2020-09-07,0.017639706
Energía y minería,2020-09-07,0.058578264
Vacunación,2020-09-07,0.16021822
Problemas sociales y justicia penal,2020-09-07,0.05467616
Deportes y turismo,2020-09-07,0.20036177
Relaciones políticas entre México y Perú,2020-09-07,0.012245047
Aeropuertos y vuelos,2020-09-14,0.031973813
Ley y crimen,2020-09-14,0.16644041
La pandemia del COVID-19 y su impacto,2020-09-14,0.06066566
La industria petrolera,2020-09-14,0.08357228
Economía,2020-09-14,0.07098268
Tren Maya,2020-09-14,0.0790869
Salud y medicina,2020-09-14,0.030916112
Reformas políticas,2020-09-14,0.1337003
Fronteras e inmigración,2020-09-14,0.017257867
Energía y minería,2020-09-14,0.039178852
Vacunación,2020-09-14,0.13238741
Problemas sociales y justicia penal,2020-09-14,0.047486912
Deportes y turismo,2020-09-14,0.074454464
Relaciones políticas entre México y Perú,2020-09-14,0.031896368
Aeropuertos y vuelos,2020-09-21,0.027884021
Ley y crimen,2020-09-21,0.023312373
La pandemia del COVID-19 y su impacto,2020-09-21,0.09770973
La industria petrolera,2020-09-21,0.08511734
Economía,2020-09-21,0.07274276
Tren Maya,2020-09-21,0.044081375
Salud y medicina,2020-09-21,0.03535775
Reformas políticas,2020-09-21,0.08796137
Fronteras e inmigración,2020-09-21,0.01799009
Energía y minería,2020-09-21,0.13865349
Vacunación,2020-09-21,0.2127913
Problemas sociales y justicia penal,2020-09-21,0.047973048
Deportes y turismo,2020-09-21,0.085602805
Relaciones políticas entre México y Perú,2020-09-21,0.02282255
Aeropuertos y vuelos,2020-09-28,0.028401488
Ley y crimen,2020-09-28,0.025910407
La pandemia del COVID-19 y su impacto,2020-09-28,0.08180202
La industria petrolera,2020-09-28,0.08171347
Economía,2020-09-28,0.1391912
Tren Maya,2020-09-28,0.068427004
Salud y medicina,2020-09-28,0.031079719
Reformas políticas,2020-09-28,0.1642778
Fronteras e inmigración,2020-09-28,0.02227368
Energía y minería,2020-09-28,0.04673785
Vacunación,2020-09-28,0.17260848
Problemas sociales y justicia penal,2020-09-28,0.051232673
Deportes y turismo,2020-09-28,0.060620036
Relaciones políticas entre México y Perú,2020-09-28,0.025724161
Aeropuertos y vuelos,2020-10-05,0.03177484
Ley y crimen,2020-10-05,0.024041075
La pandemia del COVID-19 y su impacto,2020-10-05,0.08647067
La industria petrolera,2020-10-05,0.19055918
Economía,2020-10-05,0.083574876
Tren Maya,2020-10-05,0.07638303
Salud y medicina,2020-10-05,0.026032522
Reformas políticas,2020-10-05,0.10164749
Fronteras e inmigración,2020-10-05,0.026586803
Energía y minería,2020-10-05,0.042312216
Vacunación,2020-10-05,0.1582941
Problemas sociales y justicia penal,2020-10-05,0.047796164
Deportes y turismo,2020-10-05,0.083683774
Relaciones políticas entre México y Perú,2020-10-05,0.020843264
Aeropuertos y vuelos,2020-10-12,0.029753176
Ley y crimen,2020-10-12,0.026324114
La pandemia del COVID-19 y su impacto,2020-10-12,0.06699306
La industria petrolera,2020-10-12,0.071171954
Economía,2020-10-12,0.07936066
Tren Maya,2020-10-12,0.05028716
Salud y medicina,2020-10-12,0.05277761
Reformas políticas,2020-10-12,0.102190174
Fronteras e inmigración,2020-10-12,0.016305795
Energía y minería,2020-10-12,0.019722242
Vacunación,2020-10-12,0.39735776
Problemas sociales y justicia penal,2020-10-12,0.026765358
Deportes y turismo,2020-10-12,0.038534474
Relaciones políticas entre México y Perú,2020-10-12,0.022456413
Aeropuertos y vuelos,2020-10-19,0.021119429
Ley y crimen,2020-10-19,0.028133605
La pandemia del COVID-19 y su impacto,2020-10-19,0.08478846
La industria petrolera,2020-10-19,0.067007184
Economía,2020-10-19,0.089196436
Tren Maya,2020-10-19,0.13020757
Salud y medicina,2020-10-19,0.045232147
Reformas políticas,2020-10-19,0.102915145
Fronteras e inmigración,2020-10-19,0.03059705
Energía y minería,2020-10-19,0.03230429
Vacunación,2020-10-19,0.22496977
Problemas sociales y justicia penal,2020-10-19,0.038910035
Deportes y turismo,2020-10-19,0.08738217
Relaciones políticas entre México y Perú,2020-10-19,0.01723667
Aeropuertos y vuelos,2020-10-26,0.035998054
Ley y crimen,2020-10-26,0.018315272
La pandemia del COVID-19 y su impacto,2020-10-26,0.06879592
La industria petrolera,2020-10-26,0.07477075
Economía,2020-10-26,0.07655257
Tren Maya,2020-10-26,0.049164463
Salud y medicina,2020-10-26,0.18375494
Reformas políticas,2020-10-26,0.0998652
Fronteras e inmigración,2020-10-26,0.024451157
Energía y minería,2020-10-26,0.04097831
Vacunación,2020-10-26,0.24094804
Problemas sociales y justicia penal,2020-10-26,0.025967782
Deportes y turismo,2020-10-26,0.041363478
Relaciones políticas entre México y Perú,2020-10-26,0.019074045
Aeropuertos y vuelos,2020-11-02,0.034505013
Ley y crimen,2020-11-02,0.013351566
La pandemia del COVID-19 y su impacto,2020-11-02,0.06883844
La industria petrolera,2020-11-02,0.0699545
Economía,2020-11-02,0.28261042
Tren Maya,2020-11-02,0.02743275
Salud y medicina,2020-11-02,0.04178962
Reformas políticas,2020-11-02,0.11506622
Fronteras e inmigración,2020-11-02,0.023354542
Energía y minería,2020-11-02,0.046191115
Vacunación,2020-11-02,0.16278933
Problemas sociales y justicia penal,2020-11-02,0.034696836
Deportes y turismo,2020-11-02,0.05093937
Relaciones políticas entre México y Perú,2020-11-02,0.028480284
Aeropuertos y vuelos,2020-11-09,0.023297152
Ley y crimen,2020-11-09,0.017440585
La pandemia del COVID-19 y su impacto,2020-11-09,0.08510915
La industria petrolera,2020-11-09,0.0703867
Economía,2020-11-09,0.11247793
Tren Maya,2020-11-09,0.036083546
Salud y medicina,2020-11-09,0.028587438
Reformas políticas,2020-11-09,0.10904337
Fronteras e inmigración,2020-11-09,0.025808528
Energía y minería,2020-11-09,0.16297638
Vacunación,2020-11-09,0.19638693
Problemas sociales y justicia penal,2020-11-09,0.035123825
Deportes y turismo,2020-11-09,0.066625535
Relaciones políticas entre México y Perú,2020-11-09,0.030652912
Aeropuertos y vuelos,2020-11-16,0.02535253
Ley y crimen,2020-11-16,0.022792473
La pandemia del COVID-19 y su impacto,2020-11-16,0.060936242
La industria petrolera,2020-11-16,0.069149636
Economía,2020-11-16,0.12008524
Tren Maya,2020-11-16,0.04439906
Salud y medicina,2020-11-16,0.04876555
Reformas políticas,2020-11-16,0.20415972
Fronteras e inmigración,2020-11-16,0.019787747
Energía y minería,2020-11-16,0.043584738
Vacunación,2020-11-16,0.20948605
Problemas sociales y justicia penal,2020-11-16,0.039813895
Deportes y turismo,2020-11-16,0.058715113
Relaciones políticas entre México y Perú,2020-11-16,0.032972045
Aeropuertos y vuelos,2020-11-23,0.03458069
Ley y crimen,2020-11-23,0.04228205
La pandemia del COVID-19 y su impacto,2020-11-23,0.08104433
La industria petrolera,2020-11-23,0.0835125
Economía,2020-11-23,0.1447106
Tren Maya,2020-11-23,0.04493228
Salud y medicina,2020-11-23,0.04773078
Reformas políticas,2020-11-23,0.08812977
Fronteras e inmigración,2020-11-23,0.018462848
Energía y minería,2020-11-23,0.08046139
Vacunación,2020-11-23,0.20851752
Problemas sociales y justicia penal,2020-11-23,0.052897792
Deportes y turismo,2020-11-23,0.055084072
Relaciones políticas entre México y Perú,2020-11-23,0.017653355
Aeropuertos y vuelos,2020-11-30,0.0510152
Ley y crimen,2020-11-30,0.0126020145
La pandemia del COVID-19 y su impacto,2020-11-30,0.063035786
La industria petrolera,2020-11-30,0.0889266
Economía,2020-11-30,0.11669318
Tren Maya,2020-11-30,0.042187255
Salud y medicina,2020-11-30,0.04566689
Reformas políticas,2020-11-30,0.12558846
Fronteras e inmigración,2020-11-30,0.034340855
Energía y minería,2020-11-30,0.0453304
Vacunación,2020-11-30,0.27080807
Problemas sociales y justicia penal,2020-11-30,0.03801721
Deportes y turismo,2020-11-30,0.042301245
Relaciones políticas entre México y Perú,2020-11-30,0.023486868
Aeropuertos y vuelos,2020-12-07,0.032901812
Ley y crimen,2020-12-07,0.027356006
La pandemia del COVID-19 y su impacto,2020-12-07,0.06542858
La industria petrolera,2020-12-07,0.077849716
Economía,2020-12-07,0.09439672
Tren Maya,2020-12-07,0.06382838
Salud y medicina,2020-12-07,0.04364005
Reformas políticas,2020-12-07,0.14993995
Fronteras e inmigración,2020-12-07,0.030540895
Energía y minería,2020-12-07,0.015246687
Vacunación,2020-12-07,0.31076846
Problemas sociales y justicia penal,2020-12-07,0.028599745
Deportes y turismo,2020-12-07,0.035804622
Relaciones políticas entre México y Perú,2020-12-07,0.023698365
Aeropuertos y vuelos,2020-12-14,0.028669799
Ley y crimen,2020-12-14,0.026132418
La pandemia del COVID-19 y su impacto,2020-12-14,0.08416067
La industria petrolera,2020-12-14,0.07261624
Economía,2020-12-14,0.12177842
Tren Maya,2020-12-14,0.05134529
Salud y medicina,2020-12-14,0.047233492
Reformas políticas,2020-12-14,0.123280525
Fronteras e inmigración,2020-12-14,0.024118772
Energía y minería,2020-12-14,0.03140214
Vacunación,2020-12-14,0.27785867
Problemas sociales y justicia penal,2020-12-14,0.044078182
Deportes y turismo,2020-12-14,0.04540142
Relaciones políticas entre México y Perú,2020-12-14,0.021923939
Aeropuertos y vuelos,2020-12-21,0.042582717
Ley y crimen,2020-12-21,0.01586181
La pandemia del COVID-19 y su impacto,2020-12-21,0.08379167
La industria petrolera,2020-12-21,0.080184735
Economía,2020-12-21,0.08742184
Tren Maya,2020-12-21,0.046964653
Salud y medicina,2020-12-21,0.023759024
Reformas políticas,2020-12-21,0.09134457
Fronteras e inmigración,2020-12-21,0.027349891
Energía y minería,2020-12-21,0.039433297
Vacunación,2020-12-21,0.35716262
Problemas sociales y justicia penal,2020-12-21,0.03810518
Deportes y turismo,2020-12-21,0.050911702
Relaciones políticas entre México y Perú,2020-12-21,0.015126344
Aeropuertos y vuelos,2020-12-28,0.02262794
Ley y crimen,2020-12-28,0.0122923935
La pandemia del COVID-19 y su impacto,2020-12-28,0.08891845
La industria petrolera,2020-12-28,0.061667502
Economía,2020-12-28,0.10654065
Tren Maya,2020-12-28,0.039684754
Salud y medicina,2020-12-28,0.027083304
Reformas políticas,2020-12-28,0.07234293
Fronteras e inmigración,2020-12-28,0.011573369
Energía y minería,2020-12-28,0.072662555
Vacunación,2020-12-28,0.40558654
Problemas sociales y justicia penal,2020-12-28,0.02936938
Deportes y turismo,2020-12-28,0.039213207
Relaciones políticas entre México y Perú,2020-12-28,0.010437037
Aeropuertos y vuelos,2021-01-04,0.035208624
Ley y crimen,2021-01-04,0.024817508
La pandemia del COVID-19 y su impacto,2021-01-04,0.06456018
La industria petrolera,2021-01-04,0.0704829
Economía,2021-01-04,0.12697585
Tren Maya,2021-01-04,0.043936726
Salud y medicina,2021-01-04,0.030559678
Reformas políticas,2021-01-04,0.063456446
Fronteras e inmigración,2021-01-04,0.023319872
Energía y minería,2021-01-04,0.032257438
Vacunación,2021-01-04,0.36618453
Problemas sociales y justicia penal,2021-01-04,0.0312349
Deportes y turismo,2021-01-04,0.055957604
Relaciones políticas entre México y Perú,2021-01-04,0.031047765
Aeropuertos y vuelos,2021-01-11,0.02259906
Ley y crimen,2021-01-11,0.03099551
La pandemia del COVID-19 y su impacto,2021-01-11,0.062465545
La industria petrolera,2021-01-11,0.059359472
Economía,2021-01-11,0.06270847
Tren Maya,2021-01-11,0.050697807
Salud y medicina,2021-01-11,0.038727064
Reformas políticas,2021-01-11,0.09991918
Fronteras e inmigración,2021-01-11,0.025023688
Energía y minería,2021-01-11,0.026752057
Vacunación,2021-01-11,0.44277412
Problemas sociales y justicia penal,2021-01-11,0.031497303
Deportes y turismo,2021-01-11,0.025151435
Relaciones políticas entre México y Perú,2021-01-11,0.02132926
Aeropuertos y vuelos,2021-01-18,0.025423156
Ley y crimen,2021-01-18,0.024857344
La pandemia del COVID-19 y su impacto,2021-01-18,0.061178472
La industria petrolera,2021-01-18,0.05775169
Economía,2021-01-18,0.112127684
Tren Maya,2021-01-18,0.067103736
Salud y medicina,2021-01-18,0.022150593
Reformas políticas,2021-01-18,0.08081341
Fronteras e inmigración,2021-01-18,0.03230994
Energía y minería,2021-01-18,0.029027382
Vacunación,2021-01-18,0.4000641
Problemas sociales y justicia penal,2021-01-18,0.034754984
Deportes y turismo,2021-01-18,0.030176086
Relaciones políticas entre México y Perú,2021-01-18,0.022261411
Aeropuertos y vuelos,2021-02-08,0.037581187
Ley y crimen,2021-02-08,0.027942471
La pandemia del COVID-19 y su impacto,2021-02-08,0.07009896
La industria petrolera,2021-02-08,0.06909076
Economía,2021-02-08,0.079388656
Tren Maya,2021-02-08,0.047460474
Salud y medicina,2021-02-08,0.036711294
Reformas políticas,2021-02-08,0.08111455
Fronteras e inmigración,2021-02-08,0.026103636
Energía y minería,2021-02-08,0.03188575
Vacunación,2021-02-08,0.40560275
Problemas sociales y justicia penal,2021-02-08,0.020631569
Deportes y turismo,2021-02-08,0.044035226
Relaciones políticas entre México y Perú,2021-02-08,0.022352751
Aeropuertos y vuelos,2021-02-15,0.048169628
Ley y crimen,2021-02-15,0.027256824
La pandemia del COVID-19 y su impacto,2021-02-15,0.06272007
La industria petrolera,2021-02-15,0.10139165
Economía,2021-02-15,0.07564582
Tren Maya,2021-02-15,0.045808554
Salud y medicina,2021-02-15,0.035486087
Reformas políticas,2021-02-15,0.0941127
Fronteras e inmigración,2021-02-15,0.021754637
Energía y minería,2021-02-15,0.05505965
Vacunación,2021-02-15,0.35721496
Problemas sociales y justicia penal,2021-02-15,0.028339347
Deportes y turismo,2021-02-15,0.03299498
Relaciones políticas entre México y Perú,2021-02-15,0.0140451
Aeropuertos y vuelos,2021-02-22,0.042249847
Ley y crimen,2021-02-22,0.035237946
La pandemia del COVID-19 y su impacto,2021-02-22,0.056038536
La industria petrolera,2021-02-22,0.08469557
Economía,2021-02-22,0.07321016
Tren Maya,2021-02-22,0.065725185
Salud y medicina,2021-02-22,0.0202721
Reformas políticas,2021-02-22,0.098818384
Fronteras e inmigración,2021-02-22,0.01821402
Energía y minería,2021-02-22,0.044320133
Vacunación,2021-02-22,0.35319358
Problemas sociales y justicia penal,2021-02-22,0.03677513
Deportes y turismo,2021-02-22,0.0429872
Relaciones políticas entre México y Perú,2021-02-22,0.02826219
Aeropuertos y vuelos,2021-03-01,0.034330983
Ley y crimen,2021-03-01,0.025959553
La pandemia del COVID-19 y su impacto,2021-03-01,0.050162025
La industria petrolera,2021-03-01,0.103784375
Economía,2021-03-01,0.07579704
Tren Maya,2021-03-01,0.054153137
Salud y medicina,2021-03-01,0.020437025
Reformas políticas,2021-03-01,0.12843198
Fronteras e inmigración,2021-03-01,0.030633593
Energía y minería,2021-03-01,0.039544508
Vacunación,2021-03-01,0.3229056
Problemas sociales y justicia penal,2021-03-01,0.047747612
Deportes y turismo,2021-03-01,0.048861504
Relaciones políticas entre México y Perú,2021-03-01,0.017251035
Aeropuertos y vuelos,2021-03-08,0.029716292
Ley y crimen,2021-03-08,0.04143398
La pandemia del COVID-19 y su impacto,2021-03-08,0.07334586
La industria petrolera,2021-03-08,0.07042084
Economía,2021-03-08,0.10309112
Tren Maya,2021-03-08,0.0578055
Salud y medicina,2021-03-08,0.04801012
Reformas políticas,2021-03-08,0.09292376
Fronteras e inmigración,2021-03-08,0.018472703
Energía y minería,2021-03-08,0.03602121
Vacunación,2021-03-08,0.30446202
Problemas sociales y justicia penal,2021-03-08,0.0532692
Deportes y turismo,2021-03-08,0.042605236
Relaciones políticas entre México y Perú,2021-03-08,0.028422141
Aeropuertos y vuelos,2021-03-15,0.019216878
Ley y crimen,2021-03-15,0.02271586
La pandemia del COVID-19 y su impacto,2021-03-15,0.04219157
La industria petrolera,2021-03-15,0.09120667
Economía,2021-03-15,0.055552192
Tren Maya,2021-03-15,0.05467572
Salud y medicina,2021-03-15,0.018142654
Reformas políticas,2021-03-15,0.162299
Fronteras e inmigración,2021-03-15,0.02685284
Energía y minería,2021-03-15,0.041306812
Vacunación,2021-03-15,0.34522822
Problemas sociales y justicia penal,2021-03-15,0.04541115
Deportes y turismo,2021-03-15,0.057873275
Relaciones políticas entre México y Perú,2021-03-15,0.01732717
Aeropuertos y vuelos,2021-03-22,0.035365403
Ley y crimen,2021-03-22,0.052568395
La pandemia del COVID-19 y su impacto,2021-03-22,0.060074214
La industria petrolera,2021-03-22,0.06975328
Economía,2021-03-22,0.059487183
Tren Maya,2021-03-22,0.07892621
Salud y medicina,2021-03-22,0.022046002
Reformas políticas,2021-03-22,0.10896248
Fronteras e inmigración,2021-03-22,0.031879243
Energía y minería,2021-03-22,0.059880797
Vacunación,2021-03-22,0.30262232
Problemas sociales y justicia penal,2021-03-22,0.051714856
Deportes y turismo,2021-03-22,0.037425686
Relaciones políticas entre México y Perú,2021-03-22,0.029293936
Aeropuertos y vuelos,2021-03-29,0.02875487
Ley y crimen,2021-03-29,0.0675481
La pandemia del COVID-19 y su impacto,2021-03-29,0.062413294
La industria petrolera,2021-03-29,0.09816396
Economía,2021-03-29,0.08036893
Tren Maya,2021-03-29,0.047124434
Salud y medicina,2021-03-29,0.030997531
Reformas políticas,2021-03-29,0.08831968
Fronteras e inmigración,2021-03-29,0.043248706
Energía y minería,2021-03-29,0.049128715
Vacunación,2021-03-29,0.3076928
Problemas sociales y justicia penal,2021-03-29,0.026334679
Deportes y turismo,2021-03-29,0.052975416
Relaciones políticas entre México y Perú,2021-03-29,0.01692888
Aeropuertos y vuelos,2021-04-05,0.021979105
Ley y crimen,2021-04-05,0.022115028
La pandemia del COVID-19 y su impacto,2021-04-05,0.08129575
La industria petrolera,2021-04-05,0.15310383
Economía,2021-04-05,0.06689044
Tren Maya,2021-04-05,0.039920263
Salud y medicina,2021-04-05,0.027295768
Reformas políticas,2021-04-05,0.09074783
Fronteras e inmigración,2021-04-05,0.022743328
Energía y minería,2021-04-05,0.035327595
Vacunación,2021-04-05,0.330494
Problemas sociales y justicia penal,2021-04-05,0.052333467
Deportes y turismo,2021-04-05,0.04010742
Relaciones políticas entre México y Perú,2021-04-05,0.01564618
Aeropuertos y vuelos,2021-04-12,0.030882627
Ley y crimen,2021-04-12,0.024591248
La pandemia del COVID-19 y su impacto,2021-04-12,0.07969218
La industria petrolera,2021-04-12,0.08804349
Economía,2021-04-12,0.08763835
Tren Maya,2021-04-12,0.05217979
Salud y medicina,2021-04-12,0.020830555
Reformas políticas,2021-04-12,0.10661808
Fronteras e inmigración,2021-04-12,0.033454277
Energía y minería,2021-04-12,0.041967526
Vacunación,2021-04-12,0.31241667
Problemas sociales y justicia penal,2021-04-12,0.0432281
Deportes y turismo,2021-04-12,0.0670612
Relaciones políticas entre México y Perú,2021-04-12,0.011395916
Aeropuertos y vuelos,2021-04-19,0.03786182
Ley y crimen,2021-04-19,0.029636187
La pandemia del COVID-19 y su impacto,2021-04-19,0.0508439
La industria petrolera,2021-04-19,0.08707146
Economía,2021-04-19,0.0718049
Tren Maya,2021-04-19,0.06132271
Salud y medicina,2021-04-19,0.03040351
Reformas políticas,2021-04-19,0.1746023
Fronteras e inmigración,2021-04-19,0.034507625
Energía y minería,2021-04-19,0.028873818
Vacunación,2021-04-19,0.25000182
Problemas sociales y justicia penal,2021-04-19,0.066342115
Deportes y turismo,2021-04-19,0.052580263
Relaciones políticas entre México y Perú,2021-04-19,0.024147535
Aeropuertos y vuelos,2021-04-26,0.038404364
Ley y crimen,2021-04-26,0.043777075
La pandemia del COVID-19 y su impacto,2021-04-26,0.053510737
La industria petrolera,2021-04-26,0.07646699
Economía,2021-04-26,0.05576565
Tren Maya,2021-04-26,0.05534158
Salud y medicina,2021-04-26,0.017263884
Reformas políticas,2021-04-26,0.1207321
Fronteras e inmigración,2021-04-26,0.021528205
Energía y minería,2021-04-26,0.026194325
Vacunación,2021-04-26,0.3688439
Problemas sociales y justicia penal,2021-04-26,0.034601454
Deportes y turismo,2021-04-26,0.06645929
Relaciones políticas entre México y Perú,2021-04-26,0.021110425
Aeropuertos y vuelos,2021-05-03,0.027995257
Ley y crimen,2021-05-03,0.022587946
La pandemia del COVID-19 y su impacto,2021-05-03,0.057085708
La industria petrolera,2021-05-03,0.07619234
Economía,2021-05-03,0.07202924
Tren Maya,2021-05-03,0.08034178
Salud y medicina,2021-05-03,0.02624052
Reformas políticas,2021-05-03,0.11272786
Fronteras e inmigración,2021-05-03,0.048591558
Energía y minería,2021-05-03,0.048628334
Vacunación,2021-05-03,0.32607844
Problemas sociales y justicia penal,2021-05-03,0.028903069
Deportes y turismo,2021-05-03,0.033822052
Relaciones políticas entre México y Perú,2021-05-03,0.038775843
Aeropuertos y vuelos,2021-05-10,0.021580735
Ley y crimen,2021-05-10,0.02827655
La pandemia del COVID-19 y su impacto,2021-05-10,0.0663074
La industria petrolera,2021-05-10,0.07550853
Economía,2021-05-10,0.085816205
Tren Maya,2021-05-10,0.040200315
Salud y medicina,2021-05-10,0.02107987
Reformas políticas,2021-05-10,0.1401869
Fronteras e inmigración,2021-05-10,0.027676055
Energía y minería,2021-05-10,0.033284258
Vacunación,2021-05-10,0.3245968
Problemas sociales y justicia penal,2021-05-10,0.03819049
Deportes y turismo,2021-05-10,0.07135994
Relaciones políticas entre México y Perú,2021-05-10,0.025935983
Aeropuertos y vuelos,2021-05-17,0.026350433
Ley y crimen,2021-05-17,0.020563813
La pandemia del COVID-19 y su impacto,2021-05-17,0.08483106
La industria petrolera,2021-05-17,0.1030769
Economía,2021-05-17,0.06718531
Tren Maya,2021-05-17,0.053257756
Salud y medicina,2021-05-17,0.024525518
Reformas políticas,2021-05-17,0.10100053
Fronteras e inmigración,2021-05-17,0.01658848
Energía y minería,2021-05-17,0.082072906
Vacunación,2021-05-17,0.2850439
Problemas sociales y justicia penal,2021-05-17,0.039721
Deportes y turismo,2021-05-17,0.08073202
Relaciones políticas entre México y Perú,2021-05-17,0.015050401
Aeropuertos y vuelos,2021-05-24,0.02708003
Ley y crimen,2021-05-24,0.028195156
La pandemia del COVID-19 y su impacto,2021-05-24,0.06407427
La industria petrolera,2021-05-24,0.11782156
Economía,2021-05-24,0.059930287
Tren Maya,2021-05-24,0.057804637
Salud y medicina,2021-05-24,0.04766882
Reformas políticas,2021-05-24,0.10892919
Fronteras e inmigración,2021-05-24,0.021800525
Energía y minería,2021-05-24,0.021733243
Vacunación,2021-05-24,0.3411965
Problemas sociales y justicia penal,2021-05-24,0.033080302
Deportes y turismo,2021-05-24,0.053614233
Relaciones políticas entre México y Perú,2021-05-24,0.017071206
Aeropuertos y vuelos,2021-05-31,0.02332274
Ley y crimen,2021-05-31,0.029929617
La pandemia del COVID-19 y su impacto,2021-05-31,0.05254389
La industria petrolera,2021-05-31,0.09987174
Economía,2021-05-31,0.07288354
Tren Maya,2021-05-31,0.06738047
Salud y medicina,2021-05-31,0.025566658
Reformas políticas,2021-05-31,0.12510866
Fronteras e inmigración,2021-05-31,0.03471806
Energía y minería,2021-05-31,0.03219906
Vacunación,2021-05-31,0.3243793
Problemas sociales y justicia penal,2021-05-31,0.029328976
Deportes y turismo,2021-05-31,0.05446555
Relaciones políticas entre México y Perú,2021-05-31,0.028301746
Aeropuertos y vuelos,2021-06-07,0.05206047
Ley y crimen,2021-06-07,0.020338131
La pandemia del COVID-19 y su impacto,2021-06-07,0.060911085
La industria petrolera,2021-06-07,0.07918571
Economía,2021-06-07,0.08688846
Tren Maya,2021-06-07,0.07563968
Salud y medicina,2021-06-07,0.019371897
Reformas políticas,2021-06-07,0.13915622
Fronteras e inmigración,2021-06-07,0.04240755
Energía y minería,2021-06-07,0.045630112
Vacunación,2021-06-07,0.27327514
Problemas sociales y justicia penal,2021-06-07,0.03336963
Deportes y turismo,2021-06-07,0.04497638
Relaciones políticas entre México y Perú,2021-06-07,0.026789563
Aeropuertos y vuelos,2021-06-14,0.046340466
Ley y crimen,2021-06-14,0.017449573
La pandemia del COVID-19 y su impacto,2021-06-14,0.065009706
La industria petrolera,2021-06-14,0.07899865
Economía,2021-06-14,0.06705407
Tren Maya,2021-06-14,0.05274624
Salud y medicina,2021-06-14,0.020826451
Reformas políticas,2021-06-14,0.12339997
Fronteras e inmigración,2021-06-14,0.027955055
Energía y minería,2021-06-14,0.050950117
Vacunación,2021-06-14,0.33882132
Problemas sociales y justicia penal,2021-06-14,0.04265351
Deportes y turismo,2021-06-14,0.04718534
Relaciones políticas entre México y Perú,2021-06-14,0.020609528
Aeropuertos y vuelos,2021-06-21,0.030381553
Ley y crimen,2021-06-21,0.030944597
La pandemia del COVID-19 y su impacto,2021-06-21,0.0508453
La industria petrolera,2021-06-21,0.087916486
Economía,2021-06-21,0.068104185
Tren Maya,2021-06-21,0.074841
Salud y medicina,2021-06-21,0.035251778
Reformas políticas,2021-06-21,0.11614115
Fronteras e inmigración,2021-06-21,0.026732309
Energía y minería,2021-06-21,0.04388847
Vacunación,2021-06-21,0.29402712
Problemas sociales y justicia penal,2021-06-21,0.06379087
Deportes y turismo,2021-06-21,0.0579017
Relaciones políticas entre México y Perú,2021-06-21,0.019233504
Aeropuertos y vuelos,2021-06-28,0.036605354
Ley y crimen,2021-06-28,0.046049107
La pandemia del COVID-19 y su impacto,2021-06-28,0.058068145
La industria petrolera,2021-06-28,0.08774897
Economía,2021-06-28,0.08806315
Tren Maya,2021-06-28,0.038929902
Salud y medicina,2021-06-28,0.052146584
Reformas políticas,2021-06-28,0.09933431
Fronteras e inmigración,2021-06-28,0.033200614
Energía y minería,2021-06-28,0.03892522
Vacunación,2021-06-28,0.31757832
Problemas sociales y justicia penal,2021-06-28,0.044975206
Deportes y turismo,2021-06-28,0.04578972
Relaciones políticas entre México y Perú,2021-06-28,0.012585378
Aeropuertos y vuelos,2021-07-05,0.030190583
Ley y crimen,2021-07-05,0.027897594
La pandemia del COVID-19 y su impacto,2021-07-05,0.0508321
La industria petrolera,2021-07-05,0.08875773
Economía,2021-07-05,0.069367774
Tren Maya,2021-07-05,0.05647876
Salud y medicina,2021-07-05,0.031756364
Reformas políticas,2021-07-05,0.12603387
Fronteras e inmigración,2021-07-05,0.047976952
Energía y minería,2021-07-05,0.038124114
Vacunación,2021-07-05,0.31041816
Problemas sociales y justicia penal,2021-07-05,0.040583074
Deportes y turismo,2021-07-05,0.057524428
Relaciones políticas entre México y Perú,2021-07-05,0.024058508
Aeropuertos y vuelos,2021-07-12,0.03188692
Ley y crimen,2021-07-12,0.036193103
La pandemia del COVID-19 y su impacto,2021-07-12,0.065567404
La industria petrolera,2021-07-12,0.08262689
Economía,2021-07-12,0.075817905
Tren Maya,2021-07-12,0.08681455
Salud y medicina,2021-07-12,0.035996024
